Time,sCPU,cCost,sFreq,bCPU,bUtil,bFreq,Mem,mCost,mFreq,GPU,gCost,gFreq
1700423023.829563629,sCPU,2,1400000,bCPU,0,2000000,Mem,11,825000000,GPU,88,600000000
1700423024.023106356,sCPU,51,1400000,bCPU,0,2000000,Mem,6,825000000,GPU,96,600000000
1700423024.178785759,sCPU,100,1400000,bCPU,0,2000000,Mem,7,825000000,GPU,0,600000000
1700423024.334065614,sCPU,94,1400000,bCPU,0,2000000,Mem,14,825000000,GPU,0,600000000
1700423024.488818544,sCPU,24,1400000,bCPU,0,2000000,Mem,11,825000000,GPU,86,600000000
1700423024.642805796,sCPU,1,1400000,bCPU,0,2000000,Mem,8,825000000,GPU,100,600000000
1700423024.830236388,sCPU,51,1400000,bCPU,0,2000000,Mem,7,825000000,GPU,63,600000000
1700423024.985185988,sCPU,100,1400000,bCPU,0,2000000,Mem,11,825000000,GPU,0,600000000
1700423025.140333550,sCPU,100,1400000,bCPU,0,2000000,Mem,12,825000000,GPU,0,600000000
1700423025.294942853,sCPU,41,1400000,bCPU,0,2000000,Mem,11,825000000,GPU,92,600000000
1700423025.449103691,sCPU,0,1400000,bCPU,0,2000000,Mem,9,825000000,GPU,100,600000000
1700423025.630181437,sCPU,52,1400000,bCPU,0,2000000,Mem,8,825000000,GPU,44,600000000
1700423025.787057233,sCPU,100,1400000,bCPU,0,2000000,Mem,11,825000000,GPU,0,600000000
1700423025.944011613,sCPU,95,1400000,bCPU,0,2000000,Mem,12,825000000,GPU,0,600000000
1700423026.099474304,sCPU,20,1400000,bCPU,0,2000000,Mem,11,825000000,GPU,90,600000000
1700423026.254593865,sCPU,2,1400000,bCPU,0,2000000,Mem,8,825000000,GPU,100,600000000
1700423026.437090925,sCPU,57,1400000,bCPU,0,2000000,Mem,5,825000000,GPU,100,600000000
1700423026.593000373,sCPU,100,1400000,bCPU,0,2000000,Mem,7,825000000,GPU,0,600000000
1700423026.749010530,sCPU,99,1400000,bCPU,0,2000000,Mem,16,825000000,GPU,0,600000000
1700423026.903560208,sCPU,29,1400000,bCPU,0,2000000,Mem,12,825000000,GPU,100,600000000
1700423027.085481592,sCPU,10,1400000,bCPU,0,2000000,Mem,7,825000000,GPU,100,600000000
1700423027.269582050,sCPU,54,1400000,bCPU,0,2000000,Mem,6,825000000,GPU,77,600000000
1700423027.425630125,sCPU,70,1400000,bCPU,0,2000000,Mem,8,825000000,GPU,0,600000000
1700423027.580801104,sCPU,37,1400000,bCPU,0,2000000,Mem,17,825000000,GPU,0,600000000
1700423027.735095985,sCPU,4,1400000,bCPU,0,2000000,Mem,12,825000000,GPU,100,600000000
1700423027.888704315,sCPU,2,1400000,bCPU,0,2000000,Mem,6,825000000,GPU,100,600000000
1700423028.073529993,sCPU,54,1400000,bCPU,0,2000000,Mem,7,825000000,GPU,69,600000000
1700423028.229565276,sCPU,37,1400000,bCPU,0,2000000,Mem,9,825000000,GPU,0,600000000
1700423028.385585309,sCPU,93,1400000,bCPU,0,2000000,Mem,12,825000000,GPU,17,600000000
1700423028.540573118,sCPU,19,1400000,bCPU,0,2000000,Mem,12,825000000,GPU,100,600000000
1700423028.724294821,sCPU,13,1400000,bCPU,0,2000000,Mem,6,825000000,GPU,100,600000000
1700423028.905981451,sCPU,47,1400000,bCPU,0,2000000,Mem,9,825000000,GPU,10,600000000
1700423029.060418210,sCPU,36,1400000,bCPU,0,2000000,Mem,13,825000000,GPU,0,600000000
1700423029.217439258,sCPU,36,1400000,bCPU,0,2000000,Mem,10,825000000,GPU,16,600000000
1700423029.372989159,sCPU,2,1400000,bCPU,0,2000000,Mem,10,825000000,GPU,100,600000000
1700423029.556537151,sCPU,42,1400000,bCPU,0,2000000,Mem,5,825000000,GPU,100,600000000
1700423029.758796135,sCPU,100,1400000,bCPU,0,2000000,Mem,8,825000000,GPU,0,600000000
1700423029.913682151,sCPU,85,1400000,bCPU,0,2000000,Mem,14,825000000,GPU,0,600000000
1700423030.069133217,sCPU,35,1400000,bCPU,0,2000000,Mem,10,825000000,GPU,70,600000000
1700423030.223845396,sCPU,2,1400000,bCPU,0,2000000,Mem,9,825000000,GPU,100,600000000
1700423030.406654919,sCPU,42,1400000,bCPU,0,2000000,Mem,5,825000000,GPU,98,600000000
1700423030.567519984,sCPU,100,1400000,bCPU,0,2000000,Mem,9,825000000,GPU,0,600000000
1700423030.735605949,sCPU,100,1400000,bCPU,0,2000000,Mem,17,825000000,GPU,0,600000000
1700423030.931776716,sCPU,0,1400000,bCPU,0,2000000,Mem,12,825000000,GPU,100,600000000
1700423031.117586868,sCPU,47,1400000,bCPU,0,2000000,Mem,5,825000000,GPU,100,600000000
1700423031.306327730,sCPU,53,1400000,bCPU,0,2000000,Mem,5,825000000,GPU,29,600000000
1700423031.461986507,sCPU,36,1400000,bCPU,0,2000000,Mem,10,825000000,GPU,0,600000000
1700423031.617534992,sCPU,98,1400000,bCPU,0,2000000,Mem,12,825000000,GPU,0,600000000
1700423031.772044960,sCPU,0,1400000,bCPU,0,2000000,Mem,12,825000000,GPU,100,600000000
1700423031.955991166,sCPU,46,1400000,bCPU,0,2000000,Mem,5,825000000,GPU,100,600000000
1700423032.143168630,sCPU,95,1400000,bCPU,0,2000000,Mem,10,825000000,GPU,0,600000000
1700423032.298334317,sCPU,79,1400000,bCPU,0,2000000,Mem,15,825000000,GPU,0,600000000
1700423032.454263681,sCPU,39,1400000,bCPU,0,2000000,Mem,9,825000000,GPU,33,600000000
1700423032.609639454,sCPU,2,1400000,bCPU,0,2000000,Mem,9,825000000,GPU,100,600000000
1700423032.795102601,sCPU,48,1400000,bCPU,0,2000000,Mem,5,825000000,GPU,89,600000000
